,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long,Stop_Signs,Bus_stop,Paving,Future,Historical,Collision_rate,Collision_rate_score,Collision_binary
9451,9451,37.77963581578948,37.78053942105263,-122.48708321739132,-122.48822333333334,37.780088,-122.487653,0.0,2.0,0.0,1.0,5.0,0.23809523809523808,0.4,1
9454,9454,37.77963581578948,37.78053942105263,-122.4905035652174,-122.49164368115945,37.780088,-122.491074,1.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9478,9478,37.78053942105263,37.781443026315785,-122.39017336231883,-122.39131347826088,37.780991,-122.390743,0.0,0.0,3.0,2.0,5.0,0.23809523809523808,0.4,1
9480,9480,37.78053942105263,37.781443026315785,-122.3924535942029,-122.39359371014493,37.780991,-122.393024,1.0,0.0,5.0,0.0,1.0,0.047619047619047616,0.2,1
9482,9482,37.78053942105263,37.781443026315785,-122.39473382608696,-122.39587394202898,37.780991,-122.395304,1.0,0.0,0.0,6.0,10.0,0.47619047619047616,0.6,1
9486,9486,37.78053942105263,37.781443026315785,-122.39929428985508,-122.40043440579711,37.780991,-122.399864,0.0,1.0,0.0,5.0,9.0,0.42857142857142855,0.6,1
9490,9490,37.78053942105263,37.781443026315785,-122.4038547536232,-122.40499486956524,37.780991,-122.404425,2.0,0.0,0.0,5.0,3.0,0.14285714285714285,0.2,1
9494,9494,37.78053942105263,37.781443026315785,-122.40841521739132,-122.40955533333334,37.780991,-122.408985,0.0,1.0,0.0,12.0,18.0,0.8571428571428571,1.0,1
9495,9495,37.78053942105263,37.781443026315785,-122.40955533333334,-122.41069544927537,37.780991,-122.410125,0.0,0.0,0.0,1.0,4.0,0.19047619047619047,0.2,1
9496,9496,37.78053942105263,37.781443026315785,-122.41069544927537,-122.4118355652174,37.780991,-122.411266,0.0,1.0,0.0,6.0,3.0,0.14285714285714285,0.2,1
9497,9497,37.78053942105263,37.781443026315785,-122.4118355652174,-122.41297568115942,37.780991,-122.412406,0.0,3.0,0.0,4.0,3.0,0.14285714285714285,0.2,1
9498,9498,37.78053942105263,37.781443026315785,-122.41297568115942,-122.41411579710146,37.780991,-122.413546,0.0,1.0,0.0,8.0,13.0,0.6190476190476191,0.8,1
9500,9500,37.78053942105263,37.781443026315785,-122.41525591304348,-122.41639602898552,37.780991,-122.415826,0.0,3.0,0.0,9.0,14.0,0.6666666666666666,0.8,1
9503,9503,37.78053942105263,37.781443026315785,-122.41867626086956,-122.4198163768116,37.780991,-122.419246,1.0,0.0,6.0,5.0,5.0,0.23809523809523808,0.4,1
9504,9504,37.78053942105263,37.781443026315785,-122.4198163768116,-122.42095649275365,37.780991,-122.420386,2.0,0.0,0.0,13.0,9.0,0.42857142857142855,0.6,1
9505,9505,37.78053942105263,37.781443026315785,-122.42095649275365,-122.42209660869564,37.780991,-122.421527,0.0,0.0,0.0,5.0,9.0,0.42857142857142855,0.6,1
9506,9506,37.78053942105263,37.781443026315785,-122.42209660869564,-122.42323672463768,37.780991,-122.422667,1.0,0.0,0.0,0.0,2.0,0.09523809523809523,0.2,1
9507,9507,37.78053942105263,37.781443026315785,-122.42323672463768,-122.42437684057973,37.780991,-122.423807,1.0,0.0,0.0,3.0,6.0,0.2857142857142857,0.4,1
9510,9510,37.78053942105263,37.781443026315785,-122.42665707246375,-122.4277971884058,37.780991,-122.427227,0.0,0.0,1.0,2.0,3.0,0.14285714285714285,0.2,1
9513,9513,37.78053942105263,37.781443026315785,-122.43007742028986,-122.43121753623188,37.780991,-122.430647,0.0,0.0,4.0,4.0,1.0,0.047619047619047616,0.2,1
9514,9514,37.78053942105263,37.781443026315785,-122.43121753623188,-122.43235765217392,37.780991,-122.431788,0.0,0.0,0.0,5.0,4.0,0.19047619047619047,0.2,1
9516,9516,37.78053942105263,37.781443026315785,-122.43349776811594,-122.43463788405798,37.780991,-122.434068,4.0,0.0,0.0,1.0,2.0,0.09523809523809523,0.2,1
9519,9519,37.78053942105263,37.781443026315785,-122.43691811594204,-122.43805823188409,37.780991,-122.437488,4.0,2.0,1.0,0.0,1.0,0.047619047619047616,0.2,1
9520,9520,37.78053942105263,37.781443026315785,-122.43805823188409,-122.43919834782608,37.780991,-122.438628,0.0,3.0,0.0,2.0,2.0,0.09523809523809523,0.2,1
9528,9528,37.78053942105263,37.781443026315785,-122.4471791594203,-122.44831927536232,37.780991,-122.447749,0.0,0.0,5.0,4.0,3.0,0.14285714285714285,0.2,1
9530,9530,37.78053942105263,37.781443026315785,-122.44945939130436,-122.45059950724638,37.780991,-122.450029,1.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9535,9535,37.78053942105263,37.781443026315785,-122.4551599710145,-122.45630008695652,37.780991,-122.45573,0.0,0.0,0.0,3.0,5.0,0.23809523809523808,0.4,1
9537,9537,37.78053942105263,37.781443026315785,-122.45744020289855,-122.4585803188406,37.780991,-122.45801,0.0,0.0,0.0,2.0,2.0,0.09523809523809523,0.2,1
9538,9538,37.78053942105263,37.781443026315785,-122.4585803188406,-122.4597204347826,37.780991,-122.45915,0.0,4.0,0.0,4.0,5.0,0.23809523809523808,0.4,1
9540,9540,37.78053942105263,37.781443026315785,-122.46086055072465,-122.46200066666668,37.780991,-122.461431,0.0,2.0,0.0,4.0,2.0,0.09523809523809523,0.2,1
9541,9541,37.78053942105263,37.781443026315785,-122.46200066666668,-122.4631407826087,37.780991,-122.462571,0.0,0.0,0.0,4.0,4.0,0.19047619047619047,0.2,1
9542,9542,37.78053942105263,37.781443026315785,-122.4631407826087,-122.46428089855073,37.780991,-122.463711,0.0,2.0,0.0,5.0,6.0,0.2857142857142857,0.4,1
9543,9543,37.78053942105263,37.781443026315785,-122.46428089855073,-122.46542101449276,37.780991,-122.464851,0.0,2.0,0.0,3.0,2.0,0.09523809523809523,0.2,1
9544,9544,37.78053942105263,37.781443026315785,-122.46542101449276,-122.46656113043478,37.780991,-122.465991,0.0,0.0,0.0,1.0,5.0,0.23809523809523808,0.4,1
9545,9545,37.78053942105263,37.781443026315785,-122.46656113043478,-122.46770124637682,37.780991,-122.467131,0.0,2.0,2.0,0.0,1.0,0.047619047619047616,0.2,1
9546,9546,37.78053942105263,37.781443026315785,-122.46770124637682,-122.46884136231884,37.780991,-122.468271,0.0,0.0,0.0,2.0,2.0,0.09523809523809523,0.2,1
9547,9547,37.78053942105263,37.781443026315785,-122.46884136231884,-122.46998147826088,37.780991,-122.469411,0.0,0.0,0.0,2.0,2.0,0.09523809523809523,0.2,1
9548,9548,37.78053942105263,37.781443026315785,-122.46998147826088,-122.4711215942029,37.780991,-122.470552,0.0,2.0,0.0,4.0,2.0,0.09523809523809523,0.2,1
9550,9550,37.78053942105263,37.781443026315785,-122.47226171014492,-122.47340182608696,37.780991,-122.472832,2.0,2.0,0.0,5.0,4.0,0.19047619047619047,0.2,1
9577,9577,37.78053942105263,37.781443026315785,-122.50304484057972,-122.50418495652174,37.780991,-122.503615,8.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9581,9581,37.78053942105263,37.781443026315785,-122.50760530434783,-122.50874542028986,37.780991,-122.508175,0.0,0.0,0.0,0.0,2.0,0.09523809523809523,0.2,1
9588,9588,37.781443026315785,37.78234663157895,-122.3878931304348,-122.3890332463768,37.781895,-122.388463,0.0,0.0,0.0,3.0,3.0,0.14285714285714285,0.2,1
9591,9591,37.781443026315785,37.78234663157895,-122.39131347826088,-122.3924535942029,37.781895,-122.391884,0.0,0.0,5.0,3.0,2.0,0.09523809523809523,0.2,1
9595,9595,37.781443026315785,37.78234663157895,-122.39587394202898,-122.39701405797102,37.781895,-122.396444,2.0,1.0,0.0,2.0,4.0,0.19047619047619047,0.2,1
9597,9597,37.781443026315785,37.78234663157895,-122.39815417391306,-122.39929428985508,37.781895,-122.398724,1.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9599,9599,37.781443026315785,37.78234663157895,-122.40043440579711,-122.40157452173914,37.781895,-122.401004,0.0,2.0,0.0,3.0,7.0,0.3333333333333333,0.4,1
9601,9601,37.781443026315785,37.78234663157895,-122.40271463768116,-122.4038547536232,37.781895,-122.403285,2.0,0.0,0.0,0.0,3.0,0.14285714285714285,0.2,1
9602,9602,37.781443026315785,37.78234663157895,-122.4038547536232,-122.40499486956524,37.781895,-122.404425,0.0,0.0,0.0,10.0,7.0,0.3333333333333333,0.4,1
9603,9603,37.781443026315785,37.78234663157895,-122.40499486956524,-122.40613498550724,37.781895,-122.405565,1.0,0.0,0.0,3.0,3.0,0.14285714285714285,0.2,1
9604,9604,37.781443026315785,37.78234663157895,-122.40613498550724,-122.40727510144929,37.781895,-122.406705,3.0,0.0,0.0,2.0,5.0,0.23809523809523808,0.4,1
9607,9607,37.781443026315785,37.78234663157895,-122.40955533333334,-122.41069544927537,37.781895,-122.410125,1.0,2.0,0.0,8.0,19.0,0.9047619047619048,1.0,1
9609,9609,37.781443026315785,37.78234663157895,-122.4118355652174,-122.41297568115942,37.781895,-122.412406,0.0,0.0,0.0,3.0,6.0,0.2857142857142857,0.4,1
9610,9610,37.781443026315785,37.78234663157895,-122.41297568115942,-122.41411579710146,37.781895,-122.413546,0.0,1.0,0.0,8.0,6.0,0.2857142857142857,0.4,1
9612,9612,37.781443026315785,37.78234663157895,-122.41525591304348,-122.41639602898552,37.781895,-122.415826,0.0,0.0,0.0,6.0,11.0,0.5238095238095238,0.6,1
9613,9613,37.781443026315785,37.78234663157895,-122.41639602898552,-122.41753614492754,37.781895,-122.416966,0.0,1.0,0.0,2.0,3.0,0.14285714285714285,0.2,1
9615,9615,37.781443026315785,37.78234663157895,-122.41867626086956,-122.4198163768116,37.781895,-122.419246,1.0,0.0,5.0,8.0,4.0,0.19047619047619047,0.2,1
9616,9616,37.781443026315785,37.78234663157895,-122.4198163768116,-122.42095649275365,37.781895,-122.420386,1.0,0.0,0.0,7.0,11.0,0.5238095238095238,0.6,1
9618,9618,37.781443026315785,37.78234663157895,-122.42209660869564,-122.42323672463768,37.781895,-122.422667,1.0,0.0,0.0,4.0,5.0,0.23809523809523808,0.4,1
9619,9619,37.781443026315785,37.78234663157895,-122.42323672463768,-122.42437684057973,37.781895,-122.423807,0.0,0.0,0.0,6.0,3.0,0.14285714285714285,0.2,1
9622,9622,37.781443026315785,37.78234663157895,-122.42665707246375,-122.4277971884058,37.781895,-122.427227,0.0,2.0,0.0,1.0,2.0,0.09523809523809523,0.2,1
9625,9625,37.781443026315785,37.78234663157895,-122.43007742028986,-122.43121753623188,37.781895,-122.430647,0.0,0.0,4.0,2.0,5.0,0.23809523809523808,0.4,1
9628,9628,37.781443026315785,37.78234663157895,-122.43349776811594,-122.43463788405798,37.781895,-122.434068,3.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9632,9632,37.781443026315785,37.78234663157895,-122.43805823188409,-122.43919834782608,37.781895,-122.438628,0.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9642,9642,37.781443026315785,37.78234663157895,-122.44945939130436,-122.45059950724638,37.781895,-122.450029,0.0,2.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9643,9643,37.781443026315785,37.78234663157895,-122.45059950724638,-122.45173962318842,37.781895,-122.45117,0.0,0.0,0.0,0.0,2.0,0.09523809523809523,0.2,1
9644,9644,37.781443026315785,37.78234663157895,-122.45173962318842,-122.45287973913044,37.781895,-122.45231,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9645,9645,37.781443026315785,37.78234663157895,-122.45287973913044,-122.45401985507247,37.781895,-122.45345,0.0,2.0,0.0,1.0,2.0,0.09523809523809523,0.2,1
9647,9647,37.781443026315785,37.78234663157895,-122.4551599710145,-122.45630008695652,37.781895,-122.45573,0.0,1.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9664,9664,37.781443026315785,37.78234663157895,-122.474541942029,-122.47568205797104,37.781895,-122.475112,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9669,9669,37.781443026315785,37.78234663157895,-122.48024252173914,-122.48138263768116,37.781895,-122.480813,4.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9673,9673,37.781443026315785,37.78234663157895,-122.48480298550726,-122.48594310144928,37.781895,-122.485373,0.0,1.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9674,9674,37.781443026315785,37.78234663157895,-122.48594310144928,-122.48708321739132,37.781895,-122.486513,6.0,0.0,2.0,3.0,2.0,0.09523809523809523,0.2,1
9680,9680,37.781443026315785,37.78234663157895,-122.49278379710144,-122.49392391304347,37.781895,-122.493354,3.0,2.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9700,9700,37.78234663157895,37.78325023684211,-122.3878931304348,-122.3890332463768,37.782798,-122.388463,0.0,0.0,0.0,3.0,1.0,0.047619047619047616,0.2,1
9705,9705,37.78234663157895,37.78325023684211,-122.39359371014493,-122.39473382608696,37.782798,-122.394164,0.0,0.0,2.0,4.0,8.0,0.38095238095238093,0.4,1
9708,9708,37.78234663157895,37.78325023684211,-122.39701405797102,-122.39815417391306,37.782798,-122.397584,0.0,1.0,0.0,5.0,3.0,0.14285714285714285,0.2,1
9710,9710,37.78234663157895,37.78325023684211,-122.39929428985508,-122.40043440579711,37.782798,-122.399864,0.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9715,9715,37.78234663157895,37.78325023684211,-122.40499486956524,-122.40613498550724,37.782798,-122.405565,0.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9716,9716,37.78234663157895,37.78325023684211,-122.40613498550724,-122.40727510144929,37.782798,-122.406705,0.0,2.0,0.0,9.0,7.0,0.3333333333333333,0.4,1
9720,9720,37.78234663157895,37.78325023684211,-122.41069544927537,-122.4118355652174,37.782798,-122.411266,0.0,0.0,0.0,7.0,7.0,0.3333333333333333,0.4,1
9721,9721,37.78234663157895,37.78325023684211,-122.4118355652174,-122.41297568115942,37.782798,-122.412406,0.0,2.0,0.0,2.0,6.0,0.2857142857142857,0.4,1
9722,9722,37.78234663157895,37.78325023684211,-122.41297568115942,-122.41411579710146,37.782798,-122.413546,0.0,1.0,0.0,9.0,11.0,0.5238095238095238,0.6,1
9724,9724,37.78234663157895,37.78325023684211,-122.41525591304348,-122.41639602898552,37.782798,-122.415826,0.0,2.0,0.0,11.0,9.0,0.42857142857142855,0.6,1
9725,9725,37.78234663157895,37.78325023684211,-122.41639602898552,-122.41753614492754,37.782798,-122.416966,0.0,2.0,0.0,8.0,11.0,0.5238095238095238,0.6,1
9727,9727,37.78234663157895,37.78325023684211,-122.41867626086956,-122.4198163768116,37.782798,-122.419246,0.0,2.0,1.0,7.0,7.0,0.3333333333333333,0.4,1
9728,9728,37.78234663157895,37.78325023684211,-122.4198163768116,-122.42095649275365,37.782798,-122.420386,0.0,4.0,0.0,8.0,6.0,0.2857142857142857,0.4,1
9730,9730,37.78234663157895,37.78325023684211,-122.42209660869564,-122.42323672463768,37.782798,-122.422667,1.0,0.0,0.0,5.0,2.0,0.09523809523809523,0.2,1
9731,9731,37.78234663157895,37.78325023684211,-122.42323672463768,-122.42437684057973,37.782798,-122.423807,1.0,2.0,0.0,8.0,1.0,0.047619047619047616,0.2,1
9734,9734,37.78234663157895,37.78325023684211,-122.42665707246375,-122.4277971884058,37.782798,-122.427227,4.0,0.0,0.0,1.0,4.0,0.19047619047619047,0.2,1
9737,9737,37.78234663157895,37.78325023684211,-122.43007742028986,-122.43121753623188,37.782798,-122.430647,0.0,0.0,4.0,0.0,1.0,0.047619047619047616,0.2,1
9745,9745,37.78234663157895,37.78325023684211,-122.43919834782608,-122.44033846376811,37.782798,-122.439768,0.0,2.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9746,9746,37.78234663157895,37.78325023684211,-122.44033846376811,-122.44147857971016,37.782798,-122.440909,1.0,0.0,3.0,1.0,1.0,0.047619047619047616,0.2,1
9748,9748,37.78234663157895,37.78325023684211,-122.4426186956522,-122.4437588115942,37.782798,-122.443189,0.0,1.0,5.0,4.0,3.0,0.14285714285714285,0.2,1
9749,9749,37.78234663157895,37.78325023684211,-122.4437588115942,-122.44489892753624,37.782798,-122.444329,2.0,0.0,4.0,1.0,4.0,0.19047619047619047,0.2,1
9750,9750,37.78234663157895,37.78325023684211,-122.44489892753624,-122.44603904347828,37.782798,-122.445469,4.0,2.0,4.0,3.0,1.0,0.047619047619047616,0.2,1
9752,9752,37.78234663157895,37.78325023684211,-122.4471791594203,-122.44831927536232,37.782798,-122.447749,1.0,0.0,0.0,4.0,3.0,0.14285714285714285,0.2,1
9762,9762,37.78234663157895,37.78325023684211,-122.4585803188406,-122.4597204347826,37.782798,-122.45915,0.0,1.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9763,9763,37.78234663157895,37.78325023684211,-122.4597204347826,-122.46086055072465,37.782798,-122.46029,4.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9764,9764,37.78234663157895,37.78325023684211,-122.46086055072465,-122.46200066666668,37.782798,-122.461431,4.0,0.0,0.0,1.0,4.0,0.19047619047619047,0.2,1
9766,9766,37.78234663157895,37.78325023684211,-122.4631407826087,-122.46428089855073,37.782798,-122.463711,4.0,0.0,0.0,0.0,2.0,0.09523809523809523,0.2,1
9767,9767,37.78234663157895,37.78325023684211,-122.46428089855073,-122.46542101449276,37.782798,-122.464851,0.0,2.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9769,9769,37.78234663157895,37.78325023684211,-122.46656113043478,-122.46770124637682,37.782798,-122.467131,4.0,0.0,2.0,2.0,3.0,0.14285714285714285,0.2,1
9771,9771,37.78234663157895,37.78325023684211,-122.46884136231884,-122.46998147826088,37.782798,-122.469411,2.0,0.0,0.0,2.0,1.0,0.047619047619047616,0.2,1
9774,9774,37.78234663157895,37.78325023684211,-122.47226171014492,-122.47340182608696,37.782798,-122.472832,2.0,0.0,5.0,1.0,8.0,0.38095238095238093,0.4,1
9775,9775,37.78234663157895,37.78325023684211,-122.47340182608696,-122.474541942029,37.782798,-122.473972,4.0,0.0,0.0,2.0,1.0,0.047619047619047616,0.2,1
9776,9776,37.78234663157895,37.78325023684211,-122.474541942029,-122.47568205797104,37.782798,-122.475112,2.0,0.0,2.0,2.0,1.0,0.047619047619047616,0.2,1
9813,9813,37.78325023684211,37.78415384210526,-122.3890332463768,-122.39017336231883,37.783702,-122.389603,4.0,0.0,3.0,0.0,1.0,0.047619047619047616,0.2,1
9817,9817,37.78325023684211,37.78415384210526,-122.39359371014493,-122.39473382608696,37.783702,-122.394164,1.0,0.0,4.0,1.0,1.0,0.047619047619047616,0.2,1
9821,9821,37.78325023684211,37.78415384210526,-122.39815417391306,-122.39929428985508,37.783702,-122.398724,0.0,1.0,0.0,4.0,3.0,0.14285714285714285,0.2,1
9824,9824,37.78325023684211,37.78415384210526,-122.40157452173914,-122.40271463768116,37.783702,-122.402145,0.0,0.0,0.0,3.0,9.0,0.42857142857142855,0.6,1
9825,9825,37.78325023684211,37.78415384210526,-122.40271463768116,-122.4038547536232,37.783702,-122.403285,0.0,0.0,0.0,0.0,2.0,0.09523809523809523,0.2,1
9826,9826,37.78325023684211,37.78415384210526,-122.4038547536232,-122.40499486956524,37.783702,-122.404425,0.0,0.0,0.0,0.0,3.0,0.14285714285714285,0.2,1
9829,9829,37.78325023684211,37.78415384210526,-122.40727510144929,-122.40841521739132,37.783702,-122.407845,1.0,3.0,0.0,16.0,17.0,0.8095238095238095,1.0,1
9830,9830,37.78325023684211,37.78415384210526,-122.40841521739132,-122.40955533333334,37.783702,-122.408985,0.0,1.0,0.0,5.0,4.0,0.19047619047619047,0.2,1
9832,9832,37.78325023684211,37.78415384210526,-122.41069544927537,-122.4118355652174,37.783702,-122.411266,0.0,1.0,0.0,10.0,11.0,0.5238095238095238,0.6,1
9833,9833,37.78325023684211,37.78415384210526,-122.4118355652174,-122.41297568115942,37.783702,-122.412406,0.0,1.0,0.0,8.0,4.0,0.19047619047619047,0.2,1
9835,9835,37.78325023684211,37.78415384210526,-122.41411579710146,-122.41525591304348,37.783702,-122.414686,0.0,0.0,0.0,13.0,7.0,0.3333333333333333,0.4,1
9836,9836,37.78325023684211,37.78415384210526,-122.41525591304348,-122.41639602898552,37.783702,-122.415826,0.0,1.0,0.0,11.0,5.0,0.23809523809523808,0.4,1
9837,9837,37.78325023684211,37.78415384210526,-122.41639602898552,-122.41753614492754,37.783702,-122.416966,0.0,1.0,0.0,16.0,6.0,0.2857142857142857,0.4,1
9839,9839,37.78325023684211,37.78415384210526,-122.41867626086956,-122.4198163768116,37.783702,-122.419246,2.0,0.0,6.0,11.0,4.0,0.19047619047619047,0.2,1
9840,9840,37.78325023684211,37.78415384210526,-122.4198163768116,-122.42095649275365,37.783702,-122.420386,0.0,0.0,0.0,2.0,1.0,0.047619047619047616,0.2,1
9841,9841,37.78325023684211,37.78415384210526,-122.42095649275365,-122.42209660869564,37.783702,-122.421527,0.0,0.0,0.0,1.0,7.0,0.3333333333333333,0.4,1
9842,9842,37.78325023684211,37.78415384210526,-122.42209660869564,-122.42323672463768,37.783702,-122.422667,1.0,0.0,0.0,3.0,2.0,0.09523809523809523,0.2,1
9843,9843,37.78325023684211,37.78415384210526,-122.42323672463768,-122.42437684057973,37.783702,-122.423807,0.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9846,9846,37.78325023684211,37.78415384210526,-122.42665707246375,-122.4277971884058,37.783702,-122.427227,3.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9851,9851,37.78325023684211,37.78415384210526,-122.43235765217392,-122.43349776811594,37.783702,-122.432928,0.0,1.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9852,9852,37.78325023684211,37.78415384210526,-122.43349776811594,-122.43463788405798,37.783702,-122.434068,0.0,0.0,4.0,6.0,7.0,0.3333333333333333,0.4,1
9855,9855,37.78325023684211,37.78415384210526,-122.43691811594204,-122.43805823188409,37.783702,-122.437488,0.0,2.0,2.0,4.0,2.0,0.09523809523809523,0.2,1
9857,9857,37.78325023684211,37.78415384210526,-122.43919834782608,-122.44033846376811,37.783702,-122.439768,0.0,2.0,3.0,7.0,4.0,0.19047619047619047,0.2,1
9864,9864,37.78325023684211,37.78415384210526,-122.4471791594203,-122.44831927536232,37.783702,-122.447749,0.0,0.0,1.0,1.0,1.0,0.047619047619047616,0.2,1
9869,9869,37.78325023684211,37.78415384210526,-122.45287973913044,-122.45401985507247,37.783702,-122.45345,4.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9870,9870,37.78325023684211,37.78415384210526,-122.45401985507247,-122.4551599710145,37.783702,-122.45459,4.0,0.0,0.0,1.0,1.0,0.047619047619047616,0.2,1
9873,9873,37.78325023684211,37.78415384210526,-122.45744020289855,-122.4585803188406,37.783702,-122.45801,4.0,0.0,0.0,1.0,2.0,0.09523809523809523,0.2,1
9892,9892,37.78325023684211,37.78415384210526,-122.47910240579712,-122.48024252173914,37.783702,-122.479672,2.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9897,9897,37.78325023684211,37.78415384210526,-122.48480298550726,-122.48594310144928,37.783702,-122.485373,0.0,4.0,1.0,1.0,4.0,0.19047619047619047,0.2,1
9898,9898,37.78325023684211,37.78415384210526,-122.48594310144928,-122.48708321739132,37.783702,-122.486513,2.0,0.0,1.0,2.0,1.0,0.047619047619047616,0.2,1
9899,9899,37.78325023684211,37.78415384210526,-122.48708321739132,-122.48822333333334,37.783702,-122.487653,6.0,1.0,5.0,1.0,1.0,0.047619047619047616,0.2,1
9900,9900,37.78325023684211,37.78415384210526,-122.48822333333334,-122.48936344927536,37.783702,-122.488793,2.0,1.0,3.0,0.0,1.0,0.047619047619047616,0.2,1
9924,9924,37.78415384210526,37.785057447368416,-122.3878931304348,-122.3890332463768,37.784606,-122.388463,0.0,3.0,3.0,1.0,2.0,0.09523809523809523,0.2,1
9930,9930,37.78415384210526,37.785057447368416,-122.39473382608696,-122.39587394202898,37.784606,-122.395304,0.0,1.0,3.0,8.0,4.0,0.19047619047619047,0.2,1
9931,9931,37.78415384210526,37.785057447368416,-122.39587394202898,-122.39701405797102,37.784606,-122.396444,0.0,0.0,2.0,0.0,1.0,0.047619047619047616,0.2,1
9932,9932,37.78415384210526,37.785057447368416,-122.39701405797102,-122.39815417391306,37.784606,-122.397584,0.0,0.0,0.0,4.0,8.0,0.38095238095238093,0.4,1
9935,9935,37.78415384210526,37.785057447368416,-122.40043440579711,-122.40157452173914,37.784606,-122.401004,0.0,0.0,0.0,8.0,6.0,0.2857142857142857,0.4,1
9938,9938,37.78415384210526,37.785057447368416,-122.4038547536232,-122.40499486956524,37.784606,-122.404425,1.0,3.0,0.0,5.0,8.0,0.38095238095238093,0.4,1
9941,9941,37.78415384210526,37.785057447368416,-122.40727510144929,-122.40841521739132,37.784606,-122.407845,0.0,4.0,0.0,2.0,1.0,0.047619047619047616,0.2,1
9942,9942,37.78415384210526,37.785057447368416,-122.40841521739132,-122.40955533333334,37.784606,-122.408985,0.0,1.0,0.0,8.0,9.0,0.42857142857142855,0.6,1
9945,9945,37.78415384210526,37.785057447368416,-122.4118355652174,-122.41297568115942,37.784606,-122.412406,0.0,1.0,0.0,9.0,9.0,0.42857142857142855,0.6,1
9947,9947,37.78415384210526,37.785057447368416,-122.41411579710146,-122.41525591304348,37.784606,-122.414686,0.0,0.0,0.0,9.0,4.0,0.19047619047619047,0.2,1
9948,9948,37.78415384210526,37.785057447368416,-122.41525591304348,-122.41639602898552,37.784606,-122.415826,0.0,0.0,0.0,8.0,4.0,0.19047619047619047,0.2,1
9950,9950,37.78415384210526,37.785057447368416,-122.41753614492754,-122.41867626086956,37.784606,-122.418106,0.0,0.0,0.0,4.0,9.0,0.42857142857142855,0.6,1
9951,9951,37.78415384210526,37.785057447368416,-122.41867626086956,-122.4198163768116,37.784606,-122.419246,1.0,1.0,6.0,13.0,9.0,0.42857142857142855,0.6,1
9953,9953,37.78415384210526,37.785057447368416,-122.42095649275365,-122.42209660869564,37.784606,-122.421527,0.0,2.0,1.0,2.0,5.0,0.23809523809523808,0.4,1
9954,9954,37.78415384210526,37.785057447368416,-122.42209660869564,-122.42323672463768,37.784606,-122.422667,1.0,0.0,0.0,2.0,2.0,0.09523809523809523,0.2,1
9959,9959,37.78415384210526,37.785057447368416,-122.4277971884058,-122.42893730434784,37.784606,-122.428367,0.0,2.0,3.0,5.0,2.0,0.09523809523809523,0.2,1
9961,9961,37.78415384210526,37.785057447368416,-122.43007742028986,-122.43121753623188,37.784606,-122.430647,0.0,1.0,4.0,8.0,14.0,0.6666666666666666,0.8,1
9963,9963,37.78415384210526,37.785057447368416,-122.43235765217392,-122.43349776811594,37.784606,-122.432928,0.0,2.0,5.0,2.0,5.0,0.23809523809523808,0.4,1
9967,9967,37.78415384210526,37.785057447368416,-122.43691811594204,-122.43805823188409,37.784606,-122.437488,0.0,0.0,0.0,3.0,4.0,0.19047619047619047,0.2,1
9969,9969,37.78415384210526,37.785057447368416,-122.43919834782608,-122.44033846376811,37.784606,-122.439768,0.0,0.0,0.0,6.0,4.0,0.19047619047619047,0.2,1
9978,9978,37.78415384210526,37.785057447368416,-122.44945939130436,-122.45059950724638,37.784606,-122.450029,4.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
9989,9989,37.78415384210526,37.785057447368416,-122.46200066666668,-122.4631407826087,37.784606,-122.462571,2.0,0.0,0.0,1.0,3.0,0.14285714285714285,0.2,1
9990,9990,37.78415384210526,37.785057447368416,-122.4631407826087,-122.46428089855073,37.784606,-122.463711,1.0,1.0,0.0,0.0,1.0,0.047619047619047616,0.2,1
